ProjectCode;BH_ID;Motherhole;HoleType;MaxDepth;DepthFrom;DepthTo;Date;Cr2O3_%;FeO_%;SiO2_%;MgO_%;Al2O3_%;CaO_%;P_%;Au_ICP_ppm;Pt_ICP_ppm;Pd_ICP_ppm;Rh_ICP_ppm;Ir_ICP_ppm;Ru_ICP_ppm;Stratigraphy;Filter
J1125;SC71;SC71;borehole;334.75;42.8;43.43;23. Jan 09;32.69;23.12;11.18;9.73;18.36;1.86;0.00;0.04;1.57;0.28;0.38;0.19;0.67;MG4;1
J1126;SC71;SC71;borehole;334.75;50.9;51.05;23. Jan 09;31.54;22.51;11.91;9.45;18.87;2.07;0.00;0.02;1.65;0.15;0.20;0.19;0.40;MG4;1
J1480;ZK117;ZK117;borehole;33.98;4.73;5.48;17. Sep 13;36.18;25.24;8.48;7.91;15.37;1.91;0.00;0.01;1.52;0.15;0.22;0.16;0.62;MG4;1
J1481;ZK118;ZK118;borehole;34.06;26.05;26.47;17. Sep 13;33.55;23.28;11.60;8.90;16.89;2.50;0.00;0.01;2.16;0.26;0.21;0.13;0.47;MG4;1
J1478;ZK119;ZK119;borehole;34.04;22.43;23.14;17. Sep 13;33.13;23.02;12.35;9.29;16.93;2.47;0.00;0.01;0.97;0.23;0.35;0.25;0.71;MG4;1
J1479;ZK119;ZK119;borehole;34.04;23.45;23.75;17. Sep 13;33.79;24.15;10.60;8.99;16.66;2.25;0.00;0.01;2.21;0.18;0.22;0.14;0.44;MG4;1
J1477;ZK120;ZK120;borehole;31.33;19.09;19.48;17. Sep 13;32.37;23.70;12.37;9.67;17.38;2.29;0.00;0.01;2.01;0.21;0.21;0.13;0.40;MG4;1
J1479;ZK121;ZK121;borehole;30;23.04;23.32;17. Sep 13;36.70;21.63;11.37;10.84;16.88;1.78;0.00;0.01;0.89;0.15;0.21;0.22;1.07;MG4;1
J1480;ZK121;ZK121;borehole;30;23.43;25.39;17. Sep 13;31.93;20.92;13.31;11.81;16.33;2.81;0.00;0.01;2.00;0.18;0.20;0.15;0.58;MG4;1
J1480;ZK124;ZK124;borehole;22.48;14.81;15.05;17. Sep 13;34.80;24.78;9.60;8.72;17.15;2.67;0.00;0.01;1.92;0.16;0.22;0.16;0.69;MG4;1
J1479;ZK124;ZK124;borehole;22.48;13.41;14.19;17. Sep 13;33.45;23.74;11.49;9.01;16.20;3.47;0.00;0.01;1.08;0.17;0.19;0.16;0.77;MG4;1
J1480;ZK127;ZK127;borehole;22.48;14.57;14.68;17. Sep 13;30.10;21.36;5.61;6.75;14.35;10.20;0.00;0.01;1.09;0.08;0.13;0.09;0.36;MG4;1
J1479;ZK127;ZK127;borehole;22.48;14.2;14.48;17. Sep 13;32.74;23.51;8.75;7.74;16.34;4.77;0.00;0.01;2.29;0.12;0.14;0.11;0.45;MG4;1
J1483;ZK128;ZK128;borehole;48.53;13.21;13.58;17. Sep 13;30.63;23.02;11.79;7.60;15.96;4.37;0.00;0.01;1.76;0.14;0.23;0.12;0.47;MG4;1
J1487;ZK131;ZK131;borehole;52.01;16.69;17.07;17. Sep 13;29.62;23.30;15.40;9.82;17.13;2.97;0.00;0.01;2.03;0.16;0.35;0.12;0.44;MG4;1
J1930;ZK134;ZK134;borehole;284.54;90.88;91.41;19. Sep 13;29.71;23.27;15.30;10.30;16.10;3.25;0.00;0.01;0.43;0.17;0.27;0.07;0.37;MG4;1
J1931;ZK134;ZK134;borehole;284.54;91.9;92.16;19. Sep 13;32.10;25.26;11.90;11.00;14.70;2.06;0.00;0.01;0.24;0.18;0.20;0.06;0.31;MG4;1
J1932;ZK134;ZK134;borehole;284.54;93.88;94.35;19. Sep 13;34.34;24.36;9.20;10.30;17.40;1.66;0.00;0.01;0.80;0.20;0.43;0.19;0.72;MG4;1
J1933;ZK134;ZK134;borehole;284.54;94.56;94.7;19. Sep 13;27.09;22.51;18.90;12.30;14.10;2.22;0.00;0.01;1.54;0.41;0.62;0.12;0.45;MG4;1
J1934;ZK134;ZK134;borehole;284.54;94.77;94.86;19. Sep 13;25.06;21.83;19.40;12.60;15.40;2.37;0.00;0.01;1.16;0.39;0.52;0.10;0.42;MG4;1
J1935;ZK134;ZK134;borehole;284.54;95.39;95.72;19. Sep 13;30.65;22.75;12.40;9.60;19.10;2.62;0.00;0.01;2.29;0.22;0.40;0.15;0.48;MG4;1
J1933;ZK135;ZK135;borehole;265.99;82.93;84.35;19. Sep 13;32.42;23.74;12.40;10.40;15.80;1.95;0.00;0.01;0.46;0.12;0.22;0.07;0.34;MG4;1
J1934;ZK135;ZK135;borehole;265.99;86.81;87.25;19. Sep 13;32.77;23.88;9.90;10.00;19.00;1.99;0.00;0.01;0.90;0.18;0.35;0.25;0.94;MG4;1
J1935;ZK135;ZK135;borehole;265.99;87.32;87.56;19. Sep 13;27.15;21.11;16.70;10.20;19.90;3.16;0.00;0.01;1.73;0.59;0.59;0.15;0.53;MG4;1
J1936;ZK135;ZK135;borehole;265.99;87.92;88.35;19. Sep 13;29.83;21.92;14.20;10.20;18.90;2.92;0.00;0.01;2.24;0.25;0.29;0.15;0.44;MG4;1
J1937;ZK135;ZK135;borehole;265.99;89.92;90.98;19. Sep 13;19.38;37.85;9.80;7.70;9.40;5.67;1.57;0.01;0.57;0.06;0.14;0.06;0.23;MG4;1
J1938;ZK135;ZK135;borehole;265.99;91.18;91.48;19. Sep 13;34.52;24.05;7.90;10.10;19.60;1.64;0.02;0.01;0.53;0.13;0.18;0.11;0.49;MG4;1
J1939;ZK135;ZK135;borehole;265.99;91.56;91.89;19. Sep 13;36.98;23.26;8.40;9.60;17.90;1.53;0.00;0.01;0.54;0.12;0.20;0.12;0.52;MG4;1
J1940;ZK135;ZK135;borehole;265.99;91.97;92.16;19. Sep 13;35.77;24.71;9.30;8.90;17.50;1.80;0.01;0.01;0.34;0.13;0.14;0.07;0.32;MG4;1
J1941;ZK135;ZK135;borehole;265.99;93.92;94.36;19. Sep 13;36.64;23.46;6.60;10.40;19.10;1.53;0.00;0.01;0.58;0.14;0.22;0.15;0.55;MG4;1
J1942;ZK135;ZK135;borehole;265.99;94.41;94.8;19. Sep 13;28.28;21.39;16.50;12.70;16.80;2.27;0.00;0.01;1.61;0.34;0.51;0.24;0.84;MG4;1
J1943;ZK135;ZK135;borehole;265.99;95.38;95.66;19. Sep 13;35.92;23.18;6.80;9.70;19.80;1.88;0.01;0.01;2.45;0.24;0.35;0.16;0.50;MG4;1
J1934;ZK136;ZK136;borehole;281.16;72.64;72.74;19. Sep 13;33.90;23.14;14.00;10.10;14.00;2.00;0.00;0.01;1.03;0.25;0.30;0.09;0.38;MG4;1
J1935;ZK136;ZK136;borehole;281.16;72.8;73.09;19. Sep 13;34.39;23.29;12.00;9.10;14.70;2.37;0.00;0.01;0.38;0.14;0.15;0.07;0.38;MG4;1
J1936;ZK136;ZK136;borehole;281.16;73.18;73.41;19. Sep 13;34.71;23.02;12.90;9.60;14.80;1.96;0.00;0.01;0.33;0.16;0.13;0.06;0.28;MG4;1
J1937;ZK136;ZK136;borehole;281.16;75.46;76.01;19. Sep 13;36.04;23.65;9.80;9.00;17.00;1.96;0.00;0.01;0.74;0.18;0.30;0.20;0.79;MG4;1
J1919;ZK136;ZK136;borehole;281.16;75.46;76.01;19. Sep 13;35.24;23.06;11.10;9.60;16.60;1.93;0.00;0.01;0.75;0.19;0.29;0.20;0.77;MG4;1
J1938;ZK136;ZK136;borehole;281.16;76.09;76.21;19. Sep 13;36.31;23.84;9.20;8.50;17.50;2.05;0.00;0.01;1.81;0.47;0.60;0.13;0.48;MG4;1
J1939;ZK136;ZK136;borehole;281.16;76.29;76.33;19. Sep 13;39.50;26.19;6.00;7.90;17.20;1.57;0.00;0.01;1.32;0.39;0.44;0.12;0.56;MG4;1
J1940;ZK136;ZK136;borehole;281.16;76.43;76.7;19. Sep 13;33.41;22.48;12.70;9.20;17.50;2.42;0.00;0.01;1.38;0.30;0.29;0.12;0.45;MG4;1
J1932;ZK136;ZK136;borehole;281.16;82;82.22;19. Sep 13;32.11;21.40;12.60;8.60;19.30;2.72;0.01;0.01;1.38;0.21;0.24;0.12;0.34;MG4;1
J1933;ZK136;ZK136;borehole;281.16;72.32;72.57;19. Sep 13;34.86;23.81;12.80;9.30;14.30;2.06;0.00;0.01;0.63;0.20;0.23;0.09;0.44;MG4;1
J1918;ZK136;ZK136;borehole;281.16;72.32;72.57;19. Sep 13;32.29;23.23;15.60;10.20;13.70;2.17;0.00;0.01;0.63;0.19;0.21;0.08;0.39;MG4;1
J1918;ZK139;ZK139;borehole;263;88;89.25;19. Sep 13;30.96;21.46;12.60;9.30;16.80;3.79;0.00;0.01;1.51;0.23;0.22;0.14;0.46;MG4;1
J1922;ZK142;ZK142;borehole;247.8;81.93;82.82;19. Sep 13;38.01;22.83;7.40;10.00;18.40;1.85;0.00;0.01;1.54;0.17;0.32;0.18;0.63;MG4;1
J1921;ZK144;ZK144;borehole;298.78;99.5;100.03;19. Sep 13;34.85;23.07;10.10;9.30;17.30;1.69;0.00;0.01;0.58;0.14;0.22;0.17;0.60;MG4;1
J1922;ZK144;ZK144;borehole;298.78;100.26;100.43;19. Sep 13;29.01;21.89;17.80;11.10;14.90;2.22;0.00;0.01;1.81;0.46;0.59;0.15;0.51;MG4;1
J1923;ZK144;ZK144;borehole;298.78;100.66;101.12;19. Sep 13;34.05;23.39;10.80;9.50;17.00;1.57;0.00;0.01;2.14;0.24;0.38;0.16;0.50;MG4;1
J1928;ZK146;ZK146;borehole;286.32;86.82;86.9;19. Sep 13;35.42;24.26;11.30;9.40;15.30;1.80;0.00;0.01;1.35;0.41;0.45;0.13;0.52;MG4;1
J1926;ZK146;ZK146;borehole;286.32;86.4;86.47;19. Sep 13;34.17;23.10;12.70;9.80;16.00;2.22;0.00;0.01;2.14;0.59;0.69;0.19;0.59;MG4;1
J1927;ZK146;ZK146;borehole;286.32;86.55;86.61;19. Sep 13;31.35;22.40;16.30;10.30;15.00;2.52;0.00;0.01;1.87;0.47;0.61;0.14;0.54;MG4;1
J1929;ZK146;ZK146;borehole;286.32;86.99;87.28;19. Sep 13;34.08;22.97;11.80;10.20;16.90;1.97;0.00;0.01;2.26;0.22;0.31;0.17;0.51;MG4;1
J1925;ZK146;ZK146;borehole;286.32;85.7;86.25;19. Sep 13;33.80;22.04;12.90;10.00;16.70;2.31;0.00;0.01;0.70;0.18;0.25;0.19;0.72;MG4;1
J1919;ZK148;ZK148;borehole;189.14;121.26;121.37;19. Sep 13;36.12;20.42;10.00;9.40;18.70;2.40;0.00;0.01;2.64;0.33;0.26;0.19;0.50;MG4;1
J1920;ZK148;ZK148;borehole;189.14;121.5;121.54;19. Sep 13;41.33;23.02;4.00;10.10;18.80;0.74;0.00;0.01;3.53;0.11;0.20;0.22;0.55;MG4;1
J1925;ZK151;ZK151;borehole;277.72;81.1;81.67;19. Sep 13;34.37;23.36;10.00;9.40;18.10;1.86;0.00;0.01;0.77;0.17;0.26;0.20;0.82;MG4;1
J1926;ZK151;ZK151;borehole;277.72;81.73;81.77;19. Sep 13;37.73;31.70;4.60;6.20;13.60;1.41;0.00;0.01;3.40;0.13;0.31;0.27;0.65;MG4;1
J1927;ZK151;ZK151;borehole;277.72;81.9;82.05;19. Sep 13;31.28;22.57;12.40;9.60;18.40;2.58;0.00;0.01;2.27;0.72;0.79;0.18;0.56;MG4;1
J1928;ZK151;ZK151;borehole;277.72;82.47;82.75;19. Sep 13;30.98;22.72;12.50;9.20;18.90;2.68;0.00;0.01;2.16;0.27;0.34;0.17;0.55;MG4;1
J1119;ZK23;ZK23;borehole;541.7;55.48;56.72;23. Dez 08;38.14;26.03;7.06;9.83;15.73;0.92;0.00;0.01;0.42;0.19;0.13;0.05;0.35;MG4;1
J1120;ZK23;ZK23;borehole;541.7;55.48;56.72;01. Jul 08;30.26;21.83;16.09;9.43;16.32;2.37;0.00;0.01;0.42;0.19;0.13;0.05;0.35;MG4;1
J1122;ZK23;ZK23;borehole;541.7;58.51;59.83;01. Jul 08;30.63;22.11;14.90;10.26;17.34;2.09;0.00;0.03;1.15;0.22;0.28;0.10;0.55;MG4;1
J1121;ZK23;ZK23;borehole;541.7;58.31;58.51;01. Jul 08;21.60;18.28;26.72;15.02;13.55;2.80;0.00;0.01;0.22;0.09;0.09;0.03;0.19;MG4;1
J1123;ZK23;ZK23;borehole;541.7;66.3;66.41;01. Jul 08;30.84;22.72;12.19;9.91;18.40;1.90;0.00;0.01;1.38;0.15;0.17;0.11;0.38;MG4;1
J1117;ZK24;ZK24;borehole;505.37;85.76;86.77;04. Aug 08;33.25;22.99;12.34;10.91;16.17;2.25;0.00;0.01;0.47;0.17;0.15;0.05;0.37;MG4;1
J1119;ZK24;ZK24;borehole;505.37;89.21;90.05;04. Aug 08;25.33;38.38;5.89;6.12;10.58;1.30;0.00;0.01;1.55;0.30;0.32;0.08;0.45;MG4;1
J1118;ZK24;ZK24;borehole;505.37;88.55;89.21;04. Aug 08;29.68;21.61;18.20;12.70;13.18;2.10;0.00;0.01;0.69;0.16;0.21;0.12;0.68;MG4;1
J1115;ZK25;ZK25;borehole;562.45;162.56;163.45;23. Dez 08;37.87;24.65;6.68;10.64;17.63;1.07;0.00;0.01;1.41;0.31;0.32;0.16;0.75;MG4;1
J1118;ZK38;ZK38;borehole;639.35;213.47;213.98;04. Aug 08;36.53;24.19;8.16;9.79;17.24;1.73;0.00;0.01;1.34;0.31;0.34;0.15;0.65;MG4;1
J1119;ZK38;ZK38;borehole;639.35;214.02;214.49;04. Aug 08;33.98;23.01;10.37;9.63;17.40;1.52;0.00;0.01;1.34;0.31;0.34;0.15;0.65;MG4;1
J1126;ZK39;ZK39;borehole;498.2;83.19;83.7;11. Aug 08;36.56;24.48;7.92;10.37;16.65;1.65;0.00;0.01;0.73;0.20;0.26;0.17;0.78;MG4;1
J1127;ZK39;ZK39;borehole;498.2;83.76;84.08;11. Aug 08;35.04;24.21;9.07;11.38;16.30;1.24;0.00;0.01;1.51;0.40;0.42;0.10;0.43;MG4;1
J1128;ZK39;ZK39;borehole;498.2;84.08;84.43;11. Aug 08;35.14;27.56;7.15;9.39;16.48;1.72;0.00;0.01;2.17;0.23;0.25;0.12;0.47;MG4;1
J1129;ZK39;ZK39;borehole;498.2;87.39;87.62;11. Aug 08;27.41;32.37;8.68;6.65;14.73;2.17;0.00;0.01;0.87;0.09;0.11;0.08;0.20;MG4;1
J1124;ZK44;ZK44;borehole;536.8;140.7;141.36;23. Dez 08;32.94;23.13;11.13;10.40;19.23;2.64;0.00;0.01;0.70;0.16;0.23;0.16;0.69;MG4;1
J1125;ZK44;ZK44;borehole;536.8;141.43;142.04;23. Dez 08;33.76;23.31;12.07;10.65;18.61;2.91;0.01;0.01;2.09;0.32;0.41;0.15;0.50;MG4;1
J1121;ZK44;ZK44;borehole;536.8;137.84;138.49;23. Dez 08;34.56;22.89;11.89;9.86;15.85;1.79;0.00;0.01;0.57;0.19;0.20;0.08;0.40;MG4;1
J1122;ZK44;ZK44;borehole;536.8;138.65;138.93;23. Dez 08;29.78;21.48;17.74;10.31;16.88;2.15;0.00;0.01;0.24;0.13;0.09;0.05;0.27;MG4;1
J1119;ZK45;ZK45;borehole;467.7;38.14;39.45;23. Dez 08;36.33;29.98;3.91;7.92;15.33;1.43;0.00;0.01;2.62;0.31;0.46;0.22;0.86;MG4;1
J1120;ZK45;ZK45;borehole;467.7;40.69;40.8;23. Dez 08;39.23;17.87;4.92;12.18;23.09;1.06;0.00;0.01;1.94;0.16;0.36;0.24;0.66;MG4;1
J1126;ZK46;ZK46;borehole;644;167.6;168.51;07. Feb 09;42.12;22.58;5.73;10.05;16.95;1.06;0.00;0.01;0.83;0.24;0.37;0.22;1.08;MG4;1
J1128;ZK46;ZK46;borehole;644;166.92;167.12;07. Feb 09;42.23;21.30;5.21;9.96;18.53;0.56;0.00;0.01;0.52;0.22;0.22;0.08;0.52;MG4;1
J1129;ZK46;ZK46;borehole;644;166.29;166.9;07. Feb 09;42.93;19.52;4.28;11.27;19.56;0.36;0.00;0.01;0.52;0.22;0.23;0.08;0.52;MG4;1
J1125;ZK46;ZK46;borehole;644;168.51;168.82;07. Feb 09;39.86;22.83;8.43;10.80;14.54;1.33;0.00;0.02;3.09;0.33;0.43;0.29;1.04;MG4;1
J1127;ZK46;ZK46;borehole;644;167.36;167.47;07. Feb 09;44.30;24.56;2.62;9.76;16.15;0.28;0.00;0.01;0.55;0.20;0.24;0.13;0.63;MG4;1
J1118;ZK48;ZK48;borehole;511.4;93.25;93.86;15. Jan 09;37.13;23.29;5.81;10.04;17.15;0.95;0.00;0.01;0.73;0.18;0.31;0.17;0.77;MG4;1
J1117;ZK48;ZK48;borehole;511.4;93.96;94.58;15. Jan 09;29.88;21.62;11.56;10.02;17.65;2.21;0.00;0.01;1.99;0.29;0.41;0.11;0.45;MG4;1
J1123;ZK50;ZK50;borehole;615.8;162.16;162.79;23. Jan 09;32.11;22.86;12.91;10.75;16.72;1.93;0.00;0.01;1.32;0.28;0.35;0.15;0.70;MG4;1
J1124;ZK50;ZK50;borehole;615.8;162.82;163.36;23. Jan 09;34.66;24.27;10.75;9.89;17.45;2.05;0.00;0.01;1.32;0.28;0.35;0.15;0.70;MG4;1
J1111;ZK68;ZK68;borehole;402.32;30.79;31.83;07. Feb 09;34.91;23.62;11.42;10.35;14.68;2.02;0.00;0.01;0.49;0.42;0.17;0.08;0.37;MG4;1
J1112;ZK68;ZK68;borehole;402.32;33.51;34;07. Feb 09;37.64;24.73;6.48;10.30;16.67;1.69;0.00;0.01;0.72;0.20;0.28;0.22;0.84;MG4;1
J1113;ZK68;ZK68;borehole;402.32;34.38;34.83;07. Feb 09;32.01;22.25;12.21;10.56;17.23;2.71;0.00;0.01;1.56;0.27;0.31;0.13;0.47;MG4;1
J1114;ZK68;ZK68;borehole;402.32;38.04;38.23;07. Feb 09;31.25;22.15;13.22;10.36;19.22;3.05;0.00;0.01;0.98;0.19;0.22;0.16;0.38;MG4;1
J1131;ZK70;ZK70;borehole;495;106.37;106.73;07. Okt 13;;;;;;;;0.01;2.29;0.32;0.37;0.15;0.55;MG4;1
J1118;ZK70;ZK70;borehole;495;103.45;103.69;23. Feb 09;35.66;23.85;10.32;9.49;15.39;1.45;0.00;0.01;0.36;0.16;0.13;0.06;0.31;MG4;1
J1117;ZK70;ZK70;borehole;495;103.06;103.45;23. Feb 09;33.80;22.79;13.36;11.11;14.46;1.49;0.00;0.01;0.36;0.16;0.13;0.06;0.31;MG4;1
J1119;ZK70;ZK70;borehole;495;105.34;106.12;23. Feb 09;23.02;17.84;27.57;15.26;12.17;2.41;0.00;0.01;0.86;0.20;0.31;0.22;0.91;MG4;1
J1120;ZK70;ZK70;borehole;495;106.19;106.73;23. Feb 09;35.49;23.57;8.97;9.20;17.32;1.36;0.00;0.01;2.33;0.42;0.44;0.15;0.57;MG4;1
J1122;ZK70;ZK70;borehole;495;111.85;111.99;23. Feb 09;32.41;22.60;11.78;8.38;18.49;2.52;0.00;0.01;1.66;0.19;0.24;0.16;0.42;MG4;1
J1123;ZK71;ZK71;borehole;618.11;220.85;221.54;23. Jan 09;35.57;23.71;10.46;9.46;15.47;1.43;0.00;0.01;0.60;0.24;0.22;0.08;0.42;MG4;1
J1118;ZK71;ZK71;borehole;618.11;229.92;230.07;23. Jan 09;31.55;22.50;12.32;9.50;18.64;2.17;0.00;0.01;0.77;0.13;0.20;0.11;0.32;MG4;1
J1122;ZK71;ZK71;borehole;618.11;221.65;221.88;23. Jan 09;34.04;23.41;11.88;9.71;16.67;1.96;0.00;0.01;0.31;0.13;0.14;0.06;0.33;MG4;1
J1119;ZK71;ZK71;borehole;618.11;224.06;224.58;23. Jan 09;32.58;22.78;11.54;9.95;17.78;1.61;0.00;0.01;1.42;0.26;0.36;0.16;0.67;MG4;1
J1120;ZK71;ZK71;borehole;618.11;223.64;224.03;23. Jan 09;34.81;23.89;9.04;9.24;17.23;1.08;0.00;0.01;1.42;0.26;0.36;0.16;0.67;MG4;1
J1120;ZK72;ZK72;borehole;412.6;10.51;11.93;31. Jan 09;32.32;22.02;12.25;10.13;17.47;2.12;0.00;0.01;1.20;0.18;0.25;0.13;0.51;MG4;1
J1121;ZK72;ZK72;borehole;412.6;17.72;17.93;31. Jan 09;29.91;21.51;14.36;9.97;18.77;2.44;0.00;0.01;1.62;0.28;0.24;0.18;0.43;MG4;1
J1125;ZK73;ZK73;borehole;472.65;82.57;83.14;17. Feb 09;31.93;24.35;10.66;9.45;17.44;1.92;0.00;0.01;2.11;0.37;0.39;0.13;0.53;MG4;1
J1126;ZK73;ZK73;borehole;472.65;86.8;87;17. Feb 09;42.90;23.69;4.36;11.05;14.89;0.39;0.00;0.01;1.38;0.17;0.19;0.15;0.34;MG4;1
J1123;ZK73;ZK73;borehole;472.65;79.27;80.28;17. Feb 09;35.11;24.34;9.81;9.89;15.25;1.85;0.00;0.01;0.49;0.21;0.17;0.10;0.37;MG4;1
J1124;ZK73;ZK73;borehole;472.65;81.93;82.51;17. Feb 09;33.67;21.90;10.00;10.18;18.36;1.89;0.00;0.01;0.75;0.18;0.25;0.17;0.70;MG4;1
J1110;ZK74;ZK74;borehole;556.75;172.24;172.98;15. Jan 09;37.92;19.61;6.31;10.53;19.86;1.00;0.00;0.01;0.63;0.25;0.21;0.08;0.42;MG4;1
J1123;ZK76;ZK76;borehole;588.18;44.82;44.99;07. Feb 09;32.28;23.28;10.46;9.14;18.59;2.27;0.00;0.01;1.62;0.40;0.53;0.32;1.31;MG4;1
J1124;ZK76;ZK76;borehole;588.18;44.58;44.79;07. Feb 09;29.16;21.12;16.45;11.20;16.62;2.52;0.00;0.01;1.57;0.42;0.47;0.29;1.19;MG4;1
J1125;ZK76;ZK76;borehole;588.18;43.93;44.38;07. Feb 09;33.06;22.88;10.35;10.06;18.28;2.01;0.00;0.01;0.58;0.15;0.23;0.16;0.65;MG4;1
J1121;ZK76;ZK76;borehole;588.18;51.52;51.66;07. Feb 09;31.01;22.57;12.44;10.10;18.48;2.45;0.00;0.01;1.77;0.16;0.19;0.18;0.41;MG4;1
J1122;ZK76;ZK76;borehole;588.18;45.14;45.59;07. Feb 09;31.65;22.40;13.39;10.24;17.80;1.81;0.00;0.01;2.22;0.25;0.37;0.15;0.52;MG4;1
J1126;ZK76;ZK76;borehole;588.18;41.07;41.89;07. Feb 09;30.68;21.63;15.99;10.46;16.08;2.65;0.00;0.01;0.39;0.21;0.14;0.06;0.30;MG4;1
J1127;ZK76;ZK76;borehole;588.18;40.35;40.75;07. Feb 09;34.46;23.70;12.26;10.03;15.69;2.11;0.00;0.01;0.80;0.21;0.24;0.10;0.49;MG4;1
J1117;ZK78;ZK78;borehole;436.65;195.73;195.94;07. Okt 13;;;;;;;;0.01;0.26;0.06;0.10;0.04;0.19;MG4;1
J1118;ZK78;ZK78;borehole;436.65;195.94;196.49;07. Okt 13;;;;;;;;0.01;1.28;0.19;0.30;0.21;0.89;MG4;1
J1119;ZK78;ZK78;borehole;436.65;196.54;196.67;07. Okt 13;;;;;;;;0.01;1.36;0.33;0.38;0.14;0.58;MG4;1
J1120;ZK78;ZK78;borehole;436.65;201.05;201.16;07. Okt 13;;;;;;;;0.01;1.62;0.20;0.19;0.17;0.43;MG4;1
J1121;ZK78;ZK78;borehole;436.65;221.08;221.17;07. Okt 13;;;;;;;;0.01;2.93;1.38;0.78;0.25;0.95;MG4;1
J1122;ZK78;ZK78;borehole;436.65;221.31;221.45;07. Okt 13;;;;;;;;0.01;0.68;0.34;0.19;0.12;0.53;MG4;1
J1123;ZK78;ZK78;borehole;436.65;193.62;194.64;17. Sep 13;38.30;26.09;6.62;10.97;16.95;0.93;0.00;0.01;0.67;0.19;0.20;0.10;0.47;MG4;1
J1117;ZK79;ZK79;borehole;334.65;104.47;104.65;23. Jan 09;37.21;24.61;7.74;10.18;16.82;1.78;0.00;0.01;1.40;0.34;0.41;0.35;1.46;MG4;1
J1118;ZK79;ZK79;borehole;334.65;104.71;105.26;23. Jan 09;35.44;24.28;8.08;10.06;17.61;1.99;0.00;0.01;2.24;0.37;0.40;0.14;0.55;MG4;1
J1119;ZK79;ZK79;borehole;334.65;109.63;109.83;23. Jan 09;30.26;30.13;9.32;7.52;16.15;2.53;0.00;0.01;1.49;0.17;0.19;0.16;0.37;MG4;1
J1116;ZK79;ZK79;borehole;334.65;103.91;104.39;23. Jan 09;35.79;24.41;8.81;10.21;16.30;1.67;0.00;0.01;0.61;0.14;0.20;0.14;0.61;MG4;1
J1114;ZK79;ZK79;borehole;334.65;101.86;102.23;23. Jan 09;34.83;23.91;10.95;9.91;15.60;2.46;0.00;0.01;0.45;0.18;0.14;0.05;0.24;MG4;1
J1115;ZK79;ZK79;borehole;334.65;102.32;102.52;23. Jan 09;34.20;29.15;8.61;8.11;14.98;1.85;0.00;0.01;0.35;0.17;0.15;0.07;0.37;MG4;1
J1113;ZK79;ZK79;borehole;334.65;101.43;101.8;23. Jan 09;32.74;25.81;12.08;10.60;13.40;2.59;0.00;0.01;0.65;0.26;0.19;0.07;0.36;MG4;1
J1121;ZK80;ZK80;borehole;274.65;16.57;16.72;07. Okt 13;;;;;;;;0.01;1.81;0.17;0.19;0.17;0.50;MG4;1
J1111;ZK80;ZK80;borehole;274.65;21.37;21.56;15. Jan 09;31.23;21.64;12.52;9.22;18.54;2.72;0.00;0.01;2.12;0.13;0.25;0.21;0.51;MG4;1
J1110;ZK80;ZK80;borehole;274.65;14.4;16.12;15. Jan 09;29.96;21.04;15.81;8.97;17.69;3.13;0.01;0.01;1.08;0.12;0.21;0.16;0.60;MG4;1
J1109;ZK80;ZK80;borehole;274.65;14.23;14.4;15. Jan 09;31.76;22.31;14.42;10.23;16.92;2.60;0.00;0.01;0.33;0.07;0.11;0.06;0.24;MG4;1
J1108;ZK80;ZK80;borehole;274.65;11.09;12.2;15. Jan 09;31.49;22.03;14.96;10.90;15.56;3.08;0.00;0.01;0.52;0.18;0.18;0.08;0.38;MG4;1
J1108;ZK81;ZK81;borehole;388.6;123;123.96;31. Jan 09;40.09;24.43;5.57;10.16;15.91;0.33;0.00;0.01;0.63;0.17;0.22;0.10;0.50;MG4;1
J1109;ZK81;ZK81;borehole;388.6;125.23;125.45;31. Jan 09;20.86;18.11;27.80;15.59;12.57;2.72;0.00;0.01;0.29;0.12;0.11;0.06;0.22;MG4;1
J1112;ZK81;ZK81;borehole;388.6;132.45;132.62;31. Jan 09;29.19;20.22;14.83;9.18;19.79;3.06;0.00;0.01;1.48;0.16;0.22;0.19;0.46;MG4;1
J1110;ZK81;ZK81;borehole;388.6;125.45;126.27;31. Jan 09;33.70;23.55;10.44;9.83;17.68;1.58;0.00;0.01;1.14;0.29;0.37;0.19;0.77;MG4;1
J1111;ZK81;ZK81;borehole;388.6;126.36;126.75;31. Jan 09;35.28;23.68;8.43;9.70;17.49;1.50;0.00;0.01;2.17;0.33;0.40;0.16;0.60;MG4;1
J1113;ZK84;ZK84;borehole;262.65;26.13;26.41;23. Jan 09;34.89;23.97;10.12;9.13;16.52;1.47;0.00;0.01;1.24;0.73;0.33;0.13;0.54;MG4;1
J1114;ZK84;ZK84;borehole;262.65;26.55;27.52;23. Jan 09;29.07;21.00;16.38;9.11;17.07;2.63;0.00;0.01;1.11;0.37;0.28;0.10;0.39;MG4;1
J1109;ZK85;ZK85;borehole;376.75;104.54;105.23;31. Jan 09;33.83;22.99;10.15;9.42;16.82;1.47;0.00;0.01;1.65;0.27;0.35;0.12;0.47;MG4;1
J1106;ZK85;ZK85;borehole;376.75;100.84;101.64;31. Jan 09;33.60;22.93;12.69;9.63;15.03;1.73;0.00;0.01;0.46;0.20;0.18;0.06;0.35;MG4;1
